Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Falkland Islands,40,3497,0,2022-04-28,177.0,,,,,,,South America,,,,,,,,,,,,,,
Fiji,41,897573,49,2021-08-26,45168.0,371428.0,,1.4,0.743,2.3,,Oceania,0.63,468.0,,0.010361317747077577,2.0,870000.0,2020-03-20,-16.578193,179.414413,2020-03-20,Partial,10879.47846,7.17,
Finland,42,5542237,18,2022-01-01,277700.0,8763231.0,2.0,,0.938,3.28,,Europe,0.51,1728.0,0.247,0.006222542311847317,3.0,3224000.0,2020-01-30,61.92411,25.748151,2020-03-27,Full,48416.93603,8.53,
France,43,65298930,119,2021-02-02,3265542.0,45182227.0,3.2,,0.901,5.98,,Europe,0.64,77250.0,0.007,0.023656103642213145,4.0,89322000.0,2020-01-25,46.227638,2.213749,2020-03-16,Full,45342.39574,8.02,
French Polynesia,44,281191,77,2020-11-27,14096.0,,,,,,,Oceania,,73.0,,0.0051787741203178205,2.0,,,,,,,,,
Georgia,45,3987805,57,2020-12-17,201368.0,193991.0,1.1,4.2,0.812,2.6,,Asia,-0.09,1953.0,0.0125,0.009698661157681459,3.0,4757000.0,2020-02-27,42.315407,43.356892,2020-03-22,Partial,12004.57383,7.74,99.8
Germany,46,83830972,240,2021-09-26,4196378.0,74434706.0,1.8,,0.947,8.0,,Europe,0.69,93393.0,0.064,0.02225562139540337,3.0,38881000.0,2020-01-28,51.165691,10.451526,2020-03-20,Full,53074.54012,8.53,
Gibraltar,47,33689,3369,2020-12-28,1706.0,516965.0,6.8,,,,,Europe,,6.0,0.0574,0.0035169988276670576,3.0,,,,,,,,,
Greece,48,10413936,81,2021-08-10,521399.0,13647803.0,9.7,1.5,0.888,4.21,,Europe,0.7,13118.0,0.0104,0.02515923505798822,3.0,30123000.0,2020-02-27,39.074208,21.824312,2020-03-18,Full,29592.15242,7.33,97.7
Greenland,49,56787,0,2022-01-03,2930.0,,,,,,,North America,,1.0,,0.00034129692832764505,1.0,,,,,,,,,
Grenada,50,112614,331,2021-10-11,5653.0,144147.0,3.7,,0.779,3.7,,North America,0.13,183.0,0.0091,0.032372191756589425,2.0,185000.0,2020-03-23,12.262776,-61.604171,2020-03-25,Full,15557.54504,,
Guatemala,51,17971382,167,2022-06-28,901300.0,,,8.7,0.663,0.6,76.665,North America,1.68,18516.0,,0.020543659158992568,2.0,1781000.0,2020-03-15,15.783471,-90.230759,,,8462.374008,7.07,79.3
Guyana,52,787215,4,2021-12-30,39395.0,387266.0,2.7,,0.682,1.6,77.159,South America,0.48,1052.0,0.0594,0.02670389643355756,2.0,287000.0,2020-03-13,4.860416,-58.93018,,,8640.73737,6.74,88.5
Hong Kong,53,7507523,7140,2022-03-02,407743.0,45175438.0,4.3,,0.949,,,Asia,,1168.0,0.0038,0.0028645494833755576,2.0,,,,,,,,8.81,
Hungary,54,9655983,107,2021-03-11,489172.0,3505158.0,2.4,0.5,0.854,7.02,,Europe,0.38,16497.0,0.0,0.03372433418102426,3.0,17552000.0,2020-03-05,47.162494,19.503304,2020-03-16,Full,31102.50275,7.65,99.1
Iceland,55,341628,3,2021-11-24,17152.0,741825.0,,0.2,0.949,2.91,,Europe,0.43,35.0,,0.002040578358208955,3.0,2343800.0,2020-02-29,64.963051,-19.020835,2020-03-16,Full,57303.06078,8.41,
Iran,56,84176929,52,2021-08-10,4238676.0,26790150.0,2.3,0.2,0.783,1.5,,Asia,0.33,95111.0,0.0077,0.022438846469982607,1.0,7295000.0,2020-02-20,32.427908,53.688046,2020-03-15,Full,21011.28831,5.1,86.8
Iraq,57,40372771,93,2021-10-07,2018667.0,15359518.0,3.6,2.5,0.674,1.4,94.576,Asia,0.51,22473.0,0.0052,0.01113259393451223,1.0,14000.0,2020-02-25,33.223191,43.679291,2020-03-22,Full,17435.85393,4.34,79.7
Ireland,58,4947267,72,2021-04-27,247489.0,4432240.0,2.0,0.2,0.955,2.96,,Europe,0.59,4884.0,0.02,0.019734210409351527,3.0,10926000.0,2020-03-01,53.41291,-8.24389,2020-03-12,Full,83203.39468,8.52,
Isle of Man,59,85112,149,2021-07-28,4333.0,,,,,,,Europe,,29.0,,0.0066928225248096005,3.0,,,,,,,,,
Israel,60,8678517,400,2021-01-02,434799.0,8061082.0,3.0,0.5,0.919,2.99,,Asia,0.45,3392.0,0.001,0.007801305890767918,3.0,4121000.0,2020-02-22,31.046051,34.851612,2020-03-12,Full,39919.16965,7.61,
Italy,61,60446035,206,2021-03-05,3023129.0,41716485.0,4.9,2.0,0.892,3.18,,Europe,0.57,99271.0,0.0037,0.03283716970066444,3.0,61567200.0,2020-02-01,41.87194,12.56738,2020-03-11,Full,41830.42633,8.04,99.2
Japan,62,126407422,347,2022-03-26,6333118.0,41118428.0,2.4,,0.919,13.05,,Asia,0.71,27715.0,0.0655,0.00437620142242731,3.0,31192000.0,2020-01-23,36.204824,138.252924,2020-02-27,Full,42797.45852,8.28,
Jordan,63,10220604,115,2021-03-18,514107.0,5364765.0,1.7,0.1,0.729,1.4,,Asia,0.03,5627.0,0.0,0.01094519234322816,1.0,4150000.0,2020-03-04,30.585164,36.238414,2020-03-21,Full,9478.904588,6.84,97.9
Kazakhstan,64,18815231,7,2021-09-21,941793.0,,,0.1,0.825,6.7,98.999,Asia,0.34,15503.0,,0.016461154415036,4.0,8789000.0,2020-03-14,48.019573,66.923684,2020-03-19,Partial,27879.75195,6.9,99.8
Kuwait,65,4281320,240,2021-03-18,215067.0,1941949.0,5.2,,0.806,2.0,,Asia,0.38,1202.0,0.0,0.005588955999758215,1.0,8508000.0,2020-02-25,29.31166,47.481766,2020-03-16,Partial,72897.56235,6.19,96.2
Latvia,66,1882408,30,2021-03-16,94602.0,1640064.0,2.1,0.7,0.866,5.57,,Europe,0.57,1777.0,0.005,0.018783958055855057,3.0,1946000.0,2020-03-03,56.879635,24.603189,2020-03-13,Full,30304.8525,8.29,99.9
Lebanon,67,6819976,667,2021-02-16,343601.0,4069394.0,,,0.744,2.9,,Asia,0.56,4092.0,,0.01190916208043632,1.0,1964000.0,2020-02-22,33.854721,35.862285,2020-03-16,Full,13081.10746,6.74,93.9
Libya,68,6887247,4,2021-10-07,344847.0,,,,0.724,3.7,,Africa,0.29,4739.0,,0.013742326307028914,1.0,14000.0,2020-03-25,26.3351,17.228331,2020-03-22,Full,20764.16414,4.64,91
Liechtenstein,69,38147,238,2020-12-23,1950.0,19613.0,2.9,,0.919,2.397,,Europe,0.64,31.0,0.006,0.015897435897435898,4.0,85300.0,2020-03-05,47.166,9.555373,,,,,
Lithuania,70,2715340,43,2020-12-28,135800.0,1599018.0,2.0,0.7,0.882,6.56,,Europe,0.4,1656.0,0.004,0.01219440353460972,,2825000.0,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,71,627704,242,2020-11-24,31484.0,1307086.0,2.5,0.2,0.916,4.51,,Europe,0.69,283.0,0.002,0.00898869266929234,3.0,1018000.0,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Malaysia,72,32436963,99,2021-08-26,1640843.0,25686584.0,6.4,0.1,0.81,1.9,,Asia,0.51,15211.0,0.0262,0.0092702348731719,2.0,25832000.0,2020-01-26,4.210484,101.975766,2020-03-18,Full,31782.15336,6.52,94.6
Maldives,73,542151,1802,2021-04-23,27403.0,708951.0,2.7,,0.74,,95.803,Asia,0.25,71.0,0.0,0.002590957194467759,2.0,1484000.0,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,74,441750,1380,2021-02-27,22219.0,695192.0,4.0,0.2,0.895,4.485,,Europe,0.33,313.0,0.0006,0.014087042621180072,3.0,2599000.0,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Mauritius,75,1272140,626,2021-12-15,65737.0,359627.0,3.4,0.5,0.804,3.4,,Africa,0.22,732.0,0.0,0.011135281500524818,2.0,1399000.0,2020-03-19,-20.348404,57.552152,2020-03-17,Partial,23750.98804,7.52,90.6
Moldova,76,4032294,123,2021-03-12,201909.0,,2.8,0.2,0.75,5.8,86.979,Europe,0.35,4258.0,0.0091,0.021088708279472436,3.0,160000.0,2020-03-09,47.411631,28.369885,2020-03-11,Full,7271.641919,6.93,99.4
Monaco,77,39290,26337,2021-03-01,1965.0,,,,,13.8,,Europe,0.65,24.0,,0.012213740458015267,,347000.0,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Mongolia,78,3287242,2,2021-07-31,165147.0,3690466.0,1.0,0.5,0.737,7.0,71.18,Asia,0.01,815.0,0.0,0.004934997305430919,1.0,529000.0,2020-03-11,46.862496,103.846656,2020-03-10,Full,13799.90485,7.61,98.4
Montenegro,79,628080,47,2020-11-23,31618.0,,,1.0,0.829,3.861,,Europe,0.56,444.0,,0.014042633942690872,,2077000.0,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Montserrat,80,4993,50,2022-05-01,273.0,,,,,,,North America,,2.0,,0.007326007326007326,2.0,,,,,,,,,
Namibia,81,2548663,3,2021-09-28,127493.0,703334.0,1.5,13.4,0.646,,44.6,Africa,0.49,3494.0,0.0036,0.027405426180260876,1.0,14000.0,2020-03-15,-22.95764,18.49041,2020-03-14,Full,11101.82628,6.75,81.9
Netherlands,82,17141544,508,2021-01-07,860445.0,6563912.0,1.4,,0.944,3.32,,Europe,0.36,12111.0,0.031,0.014075275003050747,3.0,18780000.0,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
New Caledonia,83,285972,16,2022-01-19,14527.0,,,,,,,Oceania,,282.0,,0.019412129138844908,2.0,,,,,,,,,
New Zealand,84,4829021,18,2022-03-07,264255.0,6812511.0,,,0.931,2.61,,Oceania,0.84,65.0,,0.0002459745321753609,3.0,3686000.0,2020-02-29,-40.900557,174.885971,2020-03-25,Full,41005.42087,8.88,
North Macedonia,85,2083359,83,2021-03-03,104548.0,533164.0,3.2,5.0,0.774,4.28,,Europe,0.42,3156.0,0.002,0.030187091096912422,,707000.0,2020-02-27,41.6086,21.7453,2020-03-18,Full,16358.66205,7.34,
Norway,86,5428594,15,2021-12-01,271623.0,8556179.0,1.3,0.2,0.957,3.6,,Europe,0.54,1092.0,0.103,0.004020278106051402,3.0,5688000.0,2020-02-27,60.472024,8.468946,2020-03-12,Full,65510.58527,8.44,
Oman,87,5128058,16,2021-06-24,256542.0,1986264.0,1.4,,0.813,1.6,97.4,Asia,0.0,2848.0,0.0,0.011101496051328827,1.0,2301000.0,2020-02-25,21.512583,55.923255,2020-03-29,Partial,41859.93448,5.98,94.8
Palau,88,18109,39,2022-01-27,1022.0,44992.0,6.5,,0.826,4.8,,Oceania,0.55,1.0,0.0125,0.0009784735812133072,2.0,,,,,,,18510.21566,,99.5
Panama,89,4326296,58,2020-12-22,217202.0,1186950.0,2.5,2.2,0.815,2.3,,North America,0.52,3632.0,0.0218,0.01672176130974853,2.0,1785000.0,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Paraguay,90,7147553,18,2021-06-01,358244.0,1307841.0,1.6,1.7,0.728,1.3,79.602,South America,0.17,9293.0,0.0105,0.025940420495528187,2.0,1181000.0,2020-03-09,-23.442503,-58.443832,2020-03-15,Partial,13599.92656,6.9,95.6
Peru,91,33050211,26,2021-04-12,1653320.0,10026470.0,3.0,3.5,0.777,1.6,,South America,0.62,152789.0,0.008,0.09241344688263615,1.0,4419000.0,2020-03-07,-9.189967,-75.015152,2020-03-10,Full,14418.07067,7.55,94.5
Poland,92,37839255,124,2021-03-14,1906632.0,11751694.0,3.0,,0.88,6.62,,Europe,0.34,47178.0,0.002,0.024744156187455155,3.0,19622000.0,2020-03-05,51.919438,19.145136,2020-03-12,Full,31336.6035,7.78,99.8
Portugal,93,10191409,111,2021-01-14,517806.0,6310668.0,1.9,0.5,0.864,3.39,,Europe,0.48,8384.0,0.0066,0.016191392143003365,3.0,16186000.0,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
Qatar,94,2889284,248,2021-01-04,144644.0,10811.0,,,0.848,1.2,,Asia,0.52,245.0,,0.0016938137772738585,1.0,1819300.0,2020-03-01,25.354826,51.183884,2020-03-11,Full,126898.4259,6.15,97.8
Romania,95,19214608,84,2021-04-02,964726.0,7267161.0,2.8,5.7,0.828,6.892,,Europe,0.0,23819.0,0.0018,0.0246899119542751,3.0,11720000.0,2020-02-27,45.943161,24.96676,2020-03-25,Full,28206.35705,8.11,98.8
Russia,96,145945524,9,2021-09-26,7313112.0,190551424.0,3.4,0.1,0.824,8.05,,Europe,0.58,200245.0,0.0283,0.027381639991292353,4.0,24551000.0,2020-02-01,61.52401,105.318756,2020-03-27,Full,,6.34,99.7
Saint Lucia,97,183774,301,2021-09-06,9191.0,134793.0,1.7,,0.759,1.3,87.202,North America,0.63,118.0,0.0223,0.012838646502012838,2.0,14000.0,2020-03-15,13.909444,-60.978893,2020-03-20,Full,,,
Samoa,98,198643,70,2022-05-03,10210.0,,,,0.715,,,Oceania,0.84,20.0,,0.0019588638589618022,2.0,,,,,,,6483.534228,,99
San Marino,99,33944,566,2020-12-04,1714.0,,,,,3.8,,Europe,0.09,46.0,,0.026837806301050177,3.0,84000.0,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,100,8731081,100,2021-02-21,436640.0,2846122.0,1.7,,0.806,5.609,97.719,Europe,0.57,4337.0,0.0099,0.009932667643825577,,1711000.0,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,101,98453,214,2021-04-21,4976.0,,,1.1,0.796,3.6,,Africa,0.86,25.0,,0.00502411575562701,2.0,362000.0,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Singapore,102,5858322,8358,2022-01-17,293014.0,,5.8,,0.938,2.4,,Asia,0.7,843.0,0.0144,0.0028769956384336586,2.0,14673000.0,2020-01-24,1.352083,103.819836,2020-03-26,Partial,101531.6302,8.11,96.8
Slovakia,103,5460109,114,2020-12-31,274603.0,3244664.0,2.9,0.7,0.86,5.82,,Europe,0.56,2138.0,0.001,0.007785785297320131,3.0,14000.0,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,104,2078989,103,2020-12-19,105013.0,626786.0,1.3,,0.917,4.5,,Europe,0.48,2314.0,0.018,0.022035367049793836,3.0,4425000.0,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
South Africa,105,59436725,49,2021-12-01,2976613.0,19529031.0,2.8,18.9,0.709,2.32,43.993,Africa,0.6,89871.0,0.0404,0.030192369649665575,1.0,10472000.0,2020-03-06,-30.559482,22.937506,2020-03-26,Full,13686.88236,7.08,94.3
South Korea,106,51276977,527,2022-02-24,2665077.0,63500790.0,1.5,0.2,0.916,12.27,,Asia,0.52,7783.0,0.0656,0.002920365903124,,,,,,,,,,
Spain,107,46757980,94,2021-01-19,2370742.0,26146697.0,2.5,1.0,0.904,2.97,,Europe,0.7,54173.0,0.02,0.022850651821244152,3.0,82773000.0,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Palestine,108,5121112,847,2021-04-06,256461.0,,1.2,1.0,0.708,,,Asia,0.08,2735.0,0.0167,0.010664389517314523,3.0,606000.0,2020-03-06,31.9466,35.3027,2020-04-09,Full,,,
Suriname,109,587541,4,2021-09-01,29599.0,32833.0,2.0,,0.738,3.1,67.779,South America,0.4,725.0,0.09,0.024494070745633298,2.0,14000.0,2020-03-15,3.919305,-56.027783,,,15510.46464,7.48,95.6
Sweden,110,10110233,25,2021-01-12,506866.0,4539393.0,1.3,0.5,0.945,2.22,,Europe,0.43,9433.0,0.0,0.018610441418441957,3.0,7440000.0,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,111,8665615,219,2020-12-28,438284.0,3207072.0,1.9,,0.955,4.53,,Europe,0.53,7609.0,0.007,0.017360889286398774,3.0,10362000.0,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Taiwan,112,23824369,673,2022-05-21,1240897.0,10286116.0,1.2,,,,,Asia,0.85,1343.0,0.755,0.0010822816075790336,2.0,,,,,,,,8.4,
Thailand,113,69830779,137,2022-03-25,3503264.0,22524237.0,1.7,0.1,0.777,2.1,90.67,Asia,0.71,24715.0,0.2886,0.007054849420426208,2.0,38178000.0,2020-01-23,15.870032,100.992541,2020-03-22,Partial,19051.33338,6.55,96.7
Tonga,114,105901,147,2022-03-26,5332.0,,,,0.725,2.6,,Oceania,0.26,2.0,,0.00037509377344336085,2.0,,,,,,,6419.561778,,99.4
Trinidad and Tobago,115,1400283,273,2021-11-28,70136.0,443512.0,1.5,,0.796,3.0,89.443,North America,0.73,2115.0,0.164,0.03015569750199612,,375000.0,2020-03-15,10.691803,-61.222503,2020-03-13,Full,32014.78313,6.62,99
Tunisia,116,11839918,76,2021-08-01,595532.0,2337391.0,2.2,2.0,0.74,2.3,78.687,Africa,0.28,20067.0,0.0,0.03369592230140446,3.0,8299000.0,2020-03-05,33.886917,9.537499,2020-03-20,Full,12502.82019,6.08,81.8
Turkey,117,84495243,110,2021-04-18,4268447.0,43728469.0,4.3,0.2,0.82,2.81,,Asia,-0.1,35926.0,0.0077,0.008416644273666746,3.0,45768000.0,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
Ukraine,118,43686577,75,2021-05-12,2185088.0,9721036.0,1.7,0.1,0.779,8.8,,Europe,-0.01,48908.0,0.0446,0.022382622576298986,3.0,14104000.0,2020-03-04,48.379433,31.16558,2020-03-17,Full,9249.462135,6.26,99.8
United Arab Emirates,119,9910892,118,2021-04-18,497154.0,41821180.0,97.7,,0.89,1.2,,Asia,0.61,1554.0,0.0002,0.003125792008110163,1.0,21286000.0,2020-01-30,23.424076,53.847818,2020-03-24,Full,75075.25741,6.13,93.8
