Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Russia,115,145945524,9,2020-10-23,1471000.0,56794639.0,3.4,0.1,0.824,8.05,,Europe,0.58,25353.0,0.0248,0.01723521414004079,4.0,24551000.0,2020-02-01,61.52401,105.318756,2020-03-27,Full,,6.34,99.7
Rwanda,116,13005303,525,2022-05-31,130057.0,5425775.0,113.4,56.0,0.543,,4.617,Africa,1.16,1459.0,0.0014,0.011218158192177276,3.0,14000.0,2020-03-15,-1.940278,29.873888,2020-03-16,Full,2251.556388,6.82,70.5
Saint Lucia,117,183774,301,2021-02-08,2027.0,134793.0,1.7,,0.759,1.3,87.202,North America,0.63,19.0,0.0223,0.009373458312777503,2.0,14000.0,2020-03-15,13.909444,-60.978893,2020-03-20,Full,,,
Samoa,118,198643,70,2022-04-01,2128.0,,,,0.715,,,Oceania,0.84,1.0,,0.00046992481203007516,2.0,,,,,,,6483.534228,,99
San Marino,119,33944,566,2020-04-10,344.0,,,,,3.8,,Europe,0.03,34.0,,0.09883720930232558,3.0,84000.0,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Saudi Arabia,120,34905942,16,2020-11-05,349386.0,8638296.0,28.9,,0.854,2.7,,Asia,0.27,5489.0,0.0,0.015710417704201084,1.0,15334000.0,2020-03-03,23.885942,45.079162,2020-03-15,Full,55335.67959,5.42,94.7
Serbia,121,8731081,100,2020-11-16,87381.0,1519315.0,1.7,,0.806,5.609,97.719,Europe,0.57,1030.0,0.0099,0.011787459516370835,,1711000.0,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,122,98453,214,2021-01-24,1033.0,,,1.1,0.796,3.6,,Africa,0.86,3.0,,0.002904162633107454,2.0,362000.0,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Singapore,123,5858322,8358,2020-12-31,58599.0,,5.8,,0.938,2.4,,Asia,0.59,29.0,0.0144,0.0004948889912797146,2.0,14673000.0,2020-01-24,1.352083,103.819836,2020-03-26,Partial,101531.6302,8.11,96.8
Slovakia,124,5460109,114,2020-10-30,56758.0,837039.0,2.9,0.7,0.86,5.82,,Europe,0.56,212.0,0.001,0.003735156277529159,3.0,14000.0,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,125,2078989,103,2020-10-24,21274.0,326789.0,1.3,,0.917,4.5,,Europe,0.48,235.0,0.018,0.011046347654413839,3.0,4425000.0,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
Solomon Islands,126,689671,25,2022-02-27,6937.0,,,25.1,0.567,1.4,35.89,Oceania,0.15,96.0,,0.013838835231368026,2.0,,,,,,,2422.819533,,
South Africa,127,59436725,49,2020-08-19,596060.0,3455671.0,2.8,18.9,0.709,2.32,43.993,Africa,0.53,12423.0,0.0096,0.02084186155756132,1.0,10472000.0,2020-03-06,-30.559482,22.937506,2020-03-26,Full,13686.88236,7.08,94.3
South Korea,128,51276977,527,2021-12-11,517271.0,40698385.0,1.5,0.2,0.916,12.27,,Asia,0.52,4253.0,0.0183,0.008221995820372687,,,,,,,,,,
Spain,129,46757980,94,2020-09-01,470973.0,6855370.0,2.5,1.0,0.904,2.97,,Europe,0.7,29152.0,0.02,0.061897391145564605,3.0,82773000.0,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Sri Lanka,130,21428970,341,2021-06-10,216134.0,3723114.0,3.4,0.7,0.782,3.6,,Asia,0.49,1910.0,0.0053,0.008837110311195832,2.0,2334000.0,2020-01-28,7.873054,80.771797,2020-03-21,Full,13473.66309,6.41,92.6
Palestine,131,5121112,847,2020-10-27,51528.0,,1.2,1.0,0.708,,,Asia,0.08,458.0,0.0167,0.008888371370905139,3.0,606000.0,2020-03-06,31.9466,35.3027,2020-04-09,Full,,,
Suriname,132,587541,4,2020-12-25,5880.0,9339.0,2.0,,0.738,3.1,67.779,South America,0.4,119.0,0.056,0.02023809523809524,2.0,14000.0,2020-03-15,3.919305,-56.027783,,,15510.46464,7.48,95.6
Sweden,133,10110233,25,2020-10-14,101332.0,1479049.0,1.3,0.5,0.945,2.22,,Europe,0.43,5907.0,0.0,0.05829353017802866,3.0,7440000.0,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,134,8665615,219,2020-10-21,91763.0,1335630.0,1.9,,0.955,4.53,,Europe,0.53,2023.0,0.007,0.022045922648562057,3.0,10362000.0,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Taiwan,135,23824369,673,2022-05-06,268569.0,8905821.0,1.2,,,,,Asia,0.85,896.0,0.288,0.003336200380535356,2.0,,,,,,,,8.4,
Thailand,136,69830779,137,2021-08-06,714684.0,10945969.0,1.7,0.1,0.777,2.1,90.67,Asia,0.71,5854.0,0.0687,0.008191032680177533,2.0,38178000.0,2020-01-23,15.870032,100.992541,2020-03-22,Partial,19051.33338,6.55,96.7
Tonga,137,105901,147,2022-03-09,1220.0,,,,0.725,2.6,,Oceania,0.26,2.0,,0.001639344262295082,2.0,,,,,,,6419.561778,,99.4
Trinidad and Tobago,138,1400283,273,2021-05-12,14417.0,148770.0,1.5,,0.796,3.0,89.443,North America,0.73,235.0,0.087,0.016300201151418465,,375000.0,2020-03-15,10.691803,-61.222503,2020-03-13,Full,32014.78313,6.62,99
Tunisia,139,11839918,76,2020-12-19,119151.0,1109826.0,2.0,2.0,0.74,2.3,78.687,Africa,0.28,4126.0,0.0,0.03462832875930542,3.0,8299000.0,2020-03-05,33.886917,9.537499,2020-03-20,Full,12502.82019,6.08,81.8
Turkey,140,84495243,110,2020-12-07,860432.0,19848457.0,4.3,0.2,0.82,2.81,,Asia,-0.1,15103.0,0.0077,0.017552810681146214,3.0,45768000.0,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
Ukraine,141,43686577,75,2020-11-05,443630.0,3521175.0,1.7,0.1,0.779,8.8,,Europe,-0.01,8148.0,0.0446,0.01836665689876699,3.0,14104000.0,2020-03-04,48.379433,31.16558,2020-03-17,Full,9249.462135,6.26,99.8
United Arab Emirates,142,9910892,118,2020-10-05,99733.0,10217534.0,42.1,,0.89,1.2,,Asia,0.61,429.0,0.0002,0.004301484964856166,1.0,21286000.0,2020-01-30,23.424076,53.847818,2020-03-24,Full,75075.25741,6.13,93.8
United Kingdom,143,67948282,281,2020-10-16,690001.0,25051660.0,7.6,0.2,0.932,2.54,,Europe,0.7,43477.0,0.0019,0.06301005360861796,3.0,36316000.0,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,144,331341050,36,2020-07-13,3369489.0,48104806.0,3.4,1.2,0.926,2.77,,North America,0.52,136091.0,0.017,0.040389210352074156,3.0,79745920.0,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
Uruguay,145,3475842,20,2021-01-21,34992.0,778197.0,2.4,0.1,0.817,2.8,,South America,0.2,347.0,0.0109,0.00991655235482396,3.0,3469000.0,2020-03-15,-32.522779,-55.765835,2020-03-16,Full,23572.17746,7.74,98.4
Vanuatu,146,308337,25,2022-03-30,3128.0,,,13.2,0.609,,25.209,Oceania,0.69,2.0,,0.0006393861892583121,2.0,,,,,,,3221.149823,,85.2
Venezuela,147,28421581,32,2021-07-12,285910.0,,,,0.711,0.8,,South America,0.65,3302.0,,0.011549088874121228,2.0,14000.0,2020-03-15,6.42375,-66.58973,2020-03-16,Full,,3.8,95.4
Vietnam,148,97490013,314,2021-11-08,976672.0,62456898.0,1.0,2.0,0.704,2.6,85.847,Asia,0.39,22598.0,0.026,0.02313775760951476,2.0,15498000.0,2020-01-24,14.058324,108.277199,2020-03-19,Full,7447.814334,6.29,94.5
Zambia,149,18468257,25,2021-07-18,185649.0,2014469.0,3.1,57.5,0.584,2.0,13.938,Africa,0.58,3084.0,0.0027,0.01661199360082737,2.0,1072000.0,2020-03-19,-13.133897,27.849332,,,4223.906936,6.49,63.4
Zimbabwe,150,14899771,38,2021-12-08,150628.0,1522080.0,2.3,21.4,0.571,1.7,36.791,Africa,0.54,4720.0,0.0047,0.03133547547600712,2.0,2580000.0,2020-03-21,-19.015438,29.154857,2020-03-30,Full,3029.793005,5.65,86.5
