Country,index,Population,Density,Date to reach 1%,total_cases,total_tests,tests_per_case,extreme_poverty,human_development_index,hospital_beds_per_thousand,handwashing_facilities,continent,reproduction_rate,total_deaths,positive_rate,mortality_rate,Climate,Tourism,Date_FirstConfirmedCase,Latitude,Longtitude,Lockdown_Date,Lockdown_Type,GDP 2018,HF score 2017,literacy rate
Guyana,48,787215,4,2022-01-21,55628.0,442695.0,3.0,,0.682,1.6,77.159,South America,0.48,1122.0,0.3388,0.020169698712878405,2.0,287000.0,2020-03-13,4.860416,-58.93018,,,8640.73737,6.74,88.5
Hong Kong,49,7507523,7140,2022-03-04,557416.0,45175438.0,4.3,,0.949,,,Asia,,1554.0,0.0038,0.0027878640010333394,2.0,,,,,,,,8.81,
Hungary,50,9655983,107,2021-04-03,679413.0,4275351.0,2.4,0.5,0.854,7.02,,Europe,0.38,21504.0,0.0,0.03165085154390628,3.0,17552000.0,2020-03-05,47.162494,19.503304,2020-03-16,Full,31102.50275,7.65,99.1
Iceland,51,341628,3,2021-12-27,24340.0,821989.0,,0.2,0.949,2.91,,Europe,0.43,37.0,,0.0015201314708299097,3.0,2343800.0,2020-02-29,64.963051,-19.020835,2020-03-16,Full,57303.06078,8.41,
Iran,52,84176929,52,2021-10-28,5899509.0,35187615.0,2.9,0.2,0.783,1.5,,Asia,0.33,125875.0,0.0077,0.021336521395255097,1.0,7295000.0,2020-02-20,32.427908,53.688046,2020-03-15,Full,21011.28831,5.1,86.8
Ireland,53,4947267,72,2021-08-28,348067.0,6705343.0,2.0,0.2,0.955,2.96,,Europe,0.59,5092.0,0.05,0.014629367334449977,3.0,10926000.0,2020-03-01,53.41291,-8.24389,2020-03-12,Full,83203.39468,8.52,
Isle of Man,54,85112,149,2021-08-16,6013.0,,,,,,,Europe,,37.0,,0.006153334442042242,3.0,,,,,,,,,
Israel,55,8678517,400,2021-01-26,609656.0,10286089.0,3.0,0.5,0.919,2.99,,Asia,0.45,4513.0,0.001,0.0074025352001784615,3.0,4121000.0,2020-02-22,31.046051,34.851612,2020-03-12,Full,39919.16965,7.61,
Italy,56,60446035,206,2021-06-06,4232428.0,67327507.0,4.9,2.0,0.892,3.18,,Europe,0.57,126523.0,0.0037,0.02989371585293359,3.0,61567200.0,2020-02-01,41.87194,12.56738,2020-03-11,Full,41830.42633,8.04,99.2
Japan,57,126407422,347,2022-06-01,8861405.0,50499191.0,5.0,,0.919,13.05,,Asia,0.71,30655.0,0.0655,0.0034593836981833014,3.0,31192000.0,2020-01-23,36.204824,138.252924,2020-02-27,Full,42797.45852,8.28,
Jordan,58,10220604,115,2021-05-04,715703.0,6763398.0,1.7,0.1,0.729,1.4,,Asia,0.03,8955.0,0.0,0.012512173345647566,1.0,4150000.0,2020-03-04,30.585164,36.238414,2020-03-21,Full,9478.904588,6.84,97.9
Kazakhstan,59,18815231,7,2022-01-30,1319814.0,,,0.1,0.825,6.7,98.999,Asia,0.34,18454.0,,0.013982273259716899,4.0,8789000.0,2020-03-14,48.019573,66.923684,2020-03-19,Partial,27879.75195,6.9,99.8
Kuwait,60,4281320,240,2021-05-24,300455.0,2535029.0,5.2,,0.806,2.0,,Asia,0.38,1741.0,0.0,0.005794544940174069,1.0,8508000.0,2020-02-25,29.31166,47.481766,2020-03-16,Partial,72897.56235,6.19,96.2
Latvia,61,1882408,30,2021-05-26,131910.0,2565288.0,2.1,0.7,0.866,5.57,,Europe,0.57,2348.0,0.005,0.01780001516185278,3.0,1946000.0,2020-03-03,56.879635,24.603189,2020-03-13,Full,30304.8525,8.29,99.9
Lebanon,62,6819976,667,2021-04-04,479501.0,4069394.0,,,0.744,2.9,,Asia,0.56,6409.0,,0.013365978381692635,1.0,1964000.0,2020-02-22,33.854721,35.862285,2020-03-16,Full,13081.10746,6.74,93.9
Libya,63,6887247,4,2022-02-18,482153.0,,,,0.724,3.7,,Africa,0.29,6178.0,,0.012813360074499174,1.0,14000.0,2020-03-25,26.3351,17.228331,2020-03-22,Full,20764.16414,4.64,91
Liechtenstein,64,38147,238,2021-03-11,2677.0,29998.0,2.9,,0.919,2.397,,Europe,0.64,56.0,0.006,0.020918939110945087,4.0,85300.0,2020-03-05,47.166,9.555373,,,,,
Lithuania,65,2715340,43,2021-02-11,190564.0,2013027.0,2.0,0.7,0.882,6.56,,Europe,0.4,3026.0,0.004,0.01587917969815915,,2825000.0,2020-02-29,55.169438,23.881275,2020-03-16,Full,35461.3591,8.32,99.8
Luxembourg,66,627704,242,2020-12-21,44582.0,1583226.0,2.5,0.2,0.916,4.51,,Europe,0.69,450.0,0.002,0.010093759813377597,3.0,1018000.0,2020-03-01,49.815273,6.129583,2020-03-16,Full,113337.4205,8.56,
Malaysia,67,32436963,99,2021-10-03,2277565.0,30839736.0,6.4,0.1,0.81,1.9,,Asia,0.51,26683.0,0.0262,0.011715582211704167,2.0,25832000.0,2020-01-26,4.210484,101.975766,2020-03-18,Full,31782.15336,6.52,94.6
Maldives,68,542151,1802,2021-05-11,38520.0,780698.0,2.7,,0.74,,95.803,Asia,0.25,87.0,0.0,0.0022585669781931463,2.0,1484000.0,2020-03-09,3.202778,73.22068,2020-03-11,Full,15307.72194,,99.3
Malta,69,441750,1380,2021-07-10,30960.0,1012577.0,4.0,0.2,0.895,4.485,,Europe,0.59,420.0,0.0046,0.013565891472868217,3.0,2599000.0,2020-03-08,35.937496,14.375416,2020-03-12,Full,42581.09786,8.37,94.1
Mauritius,70,1272140,626,2022-01-25,100224.0,359627.0,3.4,0.5,0.804,3.4,,Africa,0.22,822.0,0.0,0.008201628352490421,2.0,1399000.0,2020-03-19,-20.348404,57.552152,2020-03-17,Partial,23750.98804,7.52,90.6
Moldova,71,4032294,123,2021-09-20,282650.0,,4.2,0.2,0.75,5.8,86.979,Europe,0.35,6605.0,0.0405,0.02336812312046701,3.0,160000.0,2020-03-09,47.411631,28.369885,2020-03-11,Full,7271.641919,6.93,99.4
Monaco,72,39290,26337,2021-07-23,2757.0,,,,,13.8,,Europe,0.65,33.0,,0.011969532100108813,,347000.0,2020-03-01,43.750298,7.412841,2020-03-17,Full,,,
Mongolia,73,3287242,2,2021-09-05,232508.0,3842463.0,1.0,0.5,0.737,7.0,71.18,Asia,0.01,968.0,0.0,0.004163297606964061,1.0,529000.0,2020-03-11,46.862496,103.846656,2020-03-10,Full,13799.90485,7.61,98.4
Montenegro,74,628080,47,2020-12-21,44284.0,,,1.0,0.829,3.861,,Europe,0.56,630.0,,0.014226357149309006,,2077000.0,2020-03-18,42.708678,19.37439,2020-03-24,Full,20689.98675,7.43,98.7
Montserrat,75,4993,50,2022-05-04,371.0,,,,,,,North America,,2.0,,0.005390835579514825,2.0,,,,,,,,,
Netherlands,76,17141544,508,2021-03-20,1203646.0,9684368.0,1.4,,0.944,3.32,,Europe,0.36,16287.0,0.031,0.013531387135420216,3.0,18780000.0,2020-02-28,52.132633,5.291266,2020-03-24,Full,56328.94114,8.5,
New Caledonia,77,285972,16,2022-01-31,20486.0,,,,,,,Oceania,,283.0,,0.013814312213218783,2.0,,,,,,,,,
New Zealand,78,4829021,18,2022-03-11,347576.0,6830787.0,,,0.931,2.61,,Oceania,0.84,93.0,,0.00026756738094690084,3.0,3686000.0,2020-02-29,-40.900557,174.885971,2020-03-25,Full,41005.42087,8.88,
North Macedonia,79,2083359,83,2021-04-16,145909.0,688265.0,3.5,5.0,0.774,4.28,,Europe,0.42,4388.0,0.002,0.03007353898662865,,707000.0,2020-02-27,41.6086,21.7453,2020-03-18,Full,16358.66205,7.34,
Norway,80,5428594,15,2021-12-28,382789.0,9210232.0,1.3,0.2,0.957,3.6,,Europe,0.54,1258.0,0.103,0.003286405826708709,3.0,5688000.0,2020-02-27,60.472024,8.468946,2020-03-12,Full,65510.58527,8.44,
Oman,81,5128058,16,2022-02-09,359256.0,1986264.0,1.4,,0.813,1.6,97.4,Asia,0.0,4190.0,0.0,0.011662992406529049,1.0,2301000.0,2020-02-25,21.512583,55.923255,2020-03-29,Partial,41859.93448,5.98,94.8
Palau,82,18109,39,2022-01-28,1393.0,44992.0,6.5,,0.826,4.8,,Oceania,0.55,1.0,0.0125,0.0007178750897343862,2.0,,,,,,,18510.21566,,99.5
Panama,83,4326296,58,2021-01-20,303777.0,1560135.0,2.5,2.2,0.815,2.3,,North America,0.52,4912.0,0.0218,0.016169756103984172,2.0,1785000.0,2020-03-11,8.537981,-80.782127,2020-03-25,Full,25553.69671,7.69,95
Paraguay,84,7147553,18,2022-01-17,501189.0,2194016.0,1.6,1.7,0.728,1.3,79.602,South America,0.17,16821.0,0.0654,0.033562189114286226,2.0,1181000.0,2020-03-09,-23.442503,-58.443832,2020-03-15,Partial,13599.92656,6.9,95.6
Peru,85,33050211,26,2022-01-05,2318543.0,21999418.0,3.0,3.5,0.777,1.6,,South America,0.62,202904.0,0.008,0.0875135807272067,1.0,4419000.0,2020-03-07,-9.189967,-75.015152,2020-03-10,Full,14418.07067,7.55,94.5
Poland,86,37839255,124,2021-04-16,2660088.0,14578103.0,3.0,,0.88,6.62,,Europe,0.34,61208.0,0.002,0.02300976509047821,3.0,19622000.0,2020-03-05,51.919438,19.145136,2020-03-12,Full,31336.6035,7.78,99.8
Portugal,87,10191409,111,2021-01-31,720516.0,7322065.0,1.9,0.5,0.864,3.39,,Europe,0.48,12482.0,0.0066,0.017323695795790794,3.0,16186000.0,2020-03-03,39.399872,-8.224454,2020-03-18,Full,33415.4379,8.27,95.4
Qatar,88,2889284,248,2021-04-26,202904.0,449354.0,,,0.848,1.2,,Asia,0.52,437.0,,0.0021537278713085993,1.0,1819300.0,2020-03-01,25.354826,51.183884,2020-03-11,Full,126898.4259,6.15,97.8
Romania,89,19214608,84,2021-10-09,1346240.0,13464569.0,2.8,5.7,0.828,6.892,,Europe,0.0,39209.0,0.0201,0.02912482172569527,3.0,11720000.0,2020-02-27,45.943161,24.96676,2020-03-25,Full,28206.35705,8.11,98.8
Russia,90,145945524,9,2021-12-27,10236301.0,239579379.0,3.4,0.1,0.824,8.05,,Europe,0.58,299077.0,0.0283,0.02921729245750003,4.0,24551000.0,2020-02-01,61.52401,105.318756,2020-03-27,Full,,6.34,99.7
Saint Lucia,91,183774,301,2021-11-18,12872.0,134793.0,1.7,,0.759,1.3,87.202,North America,0.63,272.0,0.0223,0.02113113735239279,2.0,14000.0,2020-03-15,13.909444,-60.978893,2020-03-20,Full,,,
Samoa,92,198643,70,2022-06-05,13924.0,,,,0.715,,,Oceania,0.84,27.0,,0.0019390979603562195,2.0,,,,,,,6483.534228,,99
San Marino,93,33944,566,2021-01-01,2384.0,,,,,3.8,,Europe,0.09,59.0,,0.024748322147651006,3.0,84000.0,2020-02-28,43.94236,12.457777,2020-03-09,Full,63037.12578,,
Serbia,94,8731081,100,2021-04-03,614365.0,3471955.0,1.7,,0.806,5.609,97.719,Europe,0.57,5422.0,0.0099,0.008825372539125765,,1711000.0,2020-03-07,44.016521,21.005859,2020-03-15,Full,17434.91613,7.3,98.1
Seychelles,95,98453,214,2021-05-06,7192.0,,,1.1,0.796,3.6,,Africa,0.86,28.0,,0.00389321468298109,2.0,362000.0,2020-03-15,-4.679574,55.491977,2020-04-09,Full,30557.07572,7.16,95.2
Singapore,96,5858322,8358,2022-02-08,418640.0,,5.8,,0.938,2.4,,Asia,0.7,877.0,0.034,0.0020948786546913815,2.0,14673000.0,2020-01-24,1.352083,103.819836,2020-03-26,Partial,101531.6302,8.11,96.8
Slovakia,97,5460109,114,2021-01-21,384329.0,4774016.0,2.9,0.7,0.86,5.82,,Europe,0.56,3801.0,0.001,0.00988996406724447,3.0,14000.0,2020-03-07,48.669026,19.699024,2020-03-09,Full,,,99.6
Slovenia,98,2078989,103,2021-01-15,147016.0,745097.0,1.3,,0.917,4.5,,Europe,0.48,3121.0,0.018,0.021228981879523316,3.0,4425000.0,2020-03-06,46.151241,14.995463,2020-03-11,Full,38048.78466,7.97,99.7
South Korea,99,51276977,527,2022-03-02,3691488.0,67811931.0,1.5,0.2,0.916,12.27,,Asia,0.52,8394.0,0.0656,0.002273879801315892,,,,,,,,,,
Spain,100,46757980,94,2021-03-30,3275819.0,37290365.0,2.5,1.0,0.904,2.97,,Europe,0.7,75305.0,0.02,0.022988144338866097,3.0,82773000.0,2020-02-02,40.463667,-3.74922,2020-03-14,Full,39715.43906,8.12,98.1
Palestine,101,5121112,847,2021-09-07,359236.0,,1.2,1.0,0.708,,,Asia,0.08,3755.0,0.0288,0.010452738589673641,3.0,606000.0,2020-03-06,31.9466,35.3027,2020-04-09,Full,,,
Suriname,102,587541,4,2021-09-29,41419.0,43505.0,2.0,,0.738,3.1,67.779,South America,0.4,879.0,0.09,0.021222144426470944,2.0,14000.0,2020-03-15,3.919305,-56.027783,,,15510.46464,7.48,95.6
Sweden,103,10110233,25,2021-03-12,712527.0,6429210.0,1.3,0.5,0.945,2.22,,Europe,0.43,13146.0,0.0,0.018449827164444293,3.0,7440000.0,2020-02-01,60.128161,18.643501,,,53208.88436,8.5,
Switzerland,104,8665615,219,2021-04-06,610274.0,5868822.0,1.9,,0.955,4.53,,Europe,0.53,10365.0,0.007,0.016984174321698124,3.0,10362000.0,2020-02-26,46.818188,8.227512,2020-03-18,Full,68060.94105,8.82,
Taiwan,105,23824369,673,2022-05-27,1735067.0,10907751.0,1.2,,,,,Asia,0.85,1784.0,0.7718,0.001028202369130414,2.0,,,,,,,,8.4,
Tonga,106,105901,147,2022-04-06,7528.0,,,,0.725,2.6,,Oceania,0.26,9.0,,0.001195536663124336,2.0,,,,,,,6419.561778,,99.4
Trinidad and Tobago,107,1400283,273,2022-01-12,98474.0,528124.0,1.5,,0.796,3.0,89.443,North America,0.73,3119.0,0.164,0.031673335093527225,,375000.0,2020-03-15,10.691803,-61.222503,2020-03-13,Full,32014.78313,6.62,99
Tunisia,108,11839918,76,2022-01-22,846761.0,3868881.0,2.2,2.0,0.74,2.3,78.687,Africa,0.28,25954.0,0.0,0.030650915665695513,3.0,8299000.0,2020-03-05,33.886917,9.537499,2020-03-20,Full,12502.82019,6.08,81.8
Turkey,109,84495243,110,2021-08-08,5918540.0,69842528.0,4.3,0.2,0.82,2.81,,Asia,-0.1,52088.0,0.0077,0.008800819120931851,3.0,45768000.0,2020-03-12,38.963745,35.243322,2020-03-23,Full,28068.85941,6.21,95
Ukraine,110,43686577,75,2021-10-31,3058108.0,14455647.0,1.7,0.1,0.779,8.8,,Europe,-0.01,72073.0,0.1981,0.02356783998472258,3.0,14104000.0,2020-03-04,48.379433,31.16558,2020-03-17,Full,9249.462135,6.26,99.8
United Arab Emirates,111,9910892,118,2021-08-09,694285.0,68126361.0,123.1,,0.89,1.2,,Asia,0.61,1978.0,0.0002,0.002848974124458976,1.0,21286000.0,2020-01-30,23.424076,53.847818,2020-03-24,Full,75075.25741,6.13,93.8
United Kingdom,112,67948282,281,2021-06-28,4759351.0,200440655.0,8.4,0.2,0.932,2.54,,Europe,0.7,128189.0,0.0158,0.026934134506994757,3.0,36316000.0,2020-02-01,55.378051,-3.435973,2020-03-23,Full,45973.5735,8.47,
United States,113,331341050,36,2021-01-13,23244991.0,280044352.0,3.4,1.2,0.926,2.77,,North America,0.52,390631.0,0.017,0.016804953807037396,3.0,79745920.0,2020-03-10,37.09024,-95.712891,2020-03-23,Partial,62794.58565,8.46,
Uruguay,114,3475842,20,2021-05-18,246026.0,2026249.0,2.4,0.1,0.817,2.8,,South America,0.2,3578.0,0.0109,0.014543178363262419,3.0,3469000.0,2020-03-15,-32.522779,-55.765835,2020-03-16,Full,23572.17746,7.74,98.4
Vietnam,115,97490013,314,2022-03-17,7174423.0,82412626.0,1.0,2.0,0.704,2.6,85.847,Asia,0.39,41683.0,0.3462,0.005809944576727634,2.0,15498000.0,2020-01-24,14.058324,108.277199,2020-03-19,Full,7447.814334,6.29,94.5
